id,price
100000,3923194.723734345
100001,7012272.969257112
100002,3866328.9910857063
100003,2056463.572882258
100004,2975241.759788438
100005,4406424.820419793
100006,6071400.575846338
100007,5100866.359776724
100008,11555651.359290441
100009,2072572.1319080316
100010,6570288.652720154
100011,2241377.273946642
100012,2066041.22780242
100013,2784961.4783792295
100014,4626845.2479018625
100015,30358217.433010735
100016,7506127.032025394
100017,3021432.0100273085
100018,4587745.305894191
100019,2898974.2623422416
100020,2112510.0173971364
100021,5259153.512207853
100022,7337645.645495337
100023,3978039.030101377
100024,6960095.357453844
100025,3940931.9320512423
100026,9304707.178486705
100027,3050750.136565461
100028,3666101.951164117
100029,2612692.378741407
100030,1982943.953542868
100031,8261776.777708253
100032,3294675.7068338543
100033,4245635.097791083
100034,2308648.912958565
100035,19448817.68617682
100036,1276651.0284196364
100037,2187296.1114843623
100038,3241906.435447332
100039,3277947.9718236923
100040,1582155.6617022417
100041,7620954.840271632
100042,3245533.521452143
100043,9512890.23994431
100044,6891126.304920238
100045,939960.8553087291
100046,3050113.4501507166
100047,2896174.0755044874
100048,2117923.9711546167
100049,6172155.582234581
100050,8507409.727274453
100051,2303792.4732510224
100052,3133484.809723533
100053,8301383.38600483
100054,3415728.6376148285
100055,1853419.9865382174
100056,1957705.8189662404
100057,5330355.34681456
100058,4850039.489398426
100059,9473667.445936201
100060,14153577.517457275
100061,4374857.740249087
100062,2132425.107703322
100063,8855153.721535956
100064,6484710.029020669
100065,3589657.566916362
100066,8039383.024375728
100067,3381066.4446312175
100068,2117428.3307823227
100069,1655123.382050643
100070,3178132.106036533
100071,4952422.359922501
100072,30067973.895131
100073,2582205.605777126
100074,2842189.0861993446
100075,4913280.120417426
100076,5912681.257539391
100077,1994637.0541970555
100078,7003359.05340318
100079,4137584.9337203326
100080,1559683.2281524912
100081,7039726.808563298
100082,6183412.845047824
100083,2674333.351349845
100084,3268603.1714346204
100085,5037785.270191564
100086,2604006.9605565527
100087,7377754.356259541
100088,6747112.798105296
100089,6984964.477158394
100090,6844633.4645356685
100091,1768833.730903371
100092,3076536.496476172
100093,2929834.997757527
100094,4551067.223108747
100095,2106589.2304485776
100096,3744517.863608702
100097,3103890.863671498
100098,3195561.660727959
100099,4390060.4027871415
100100,7117849.364354318
100101,2111581.159204868
100102,7248118.53518469
100103,5545203.35908464
100104,1093679.488896815
100105,7171565.087876383
100106,4373643.646678755
100107,5772418.449750217
100108,3504967.4709574883
100109,4284728.829654679
100110,3074427.6124172485
100111,5876909.301853123
100112,4240268.014918685
100113,5155468.156108704
100114,5089046.6641079355
100115,6539317.809498391
100116,6060567.779919977
100117,2674199.6399089736
100118,5691208.703247308
100119,2617407.1442638044
100120,1862787.765968315
100121,2441110.04759017
100122,5168357.703186836
100123,5815137.704588807
100124,8459651.174672857
100125,6598368.568331345
100126,1317747.3484675277
100127,3419259.302740524
100128,4135305.1663390086
100129,7068696.492591265
100130,1389929.929852531
100131,5213256.243004469
100132,21915342.4142085
100133,1798418.0991027725
100134,2604561.77314773
100135,3277405.191654644
100136,7746519.029088233
100137,3265843.207430046
100138,3764778.249774397
100139,4617278.7204334885
100140,2312723.035444113
100141,5475537.485755204
100142,3882409.28170441
100143,2312838.6363688037
100144,5324759.774764882
100145,5371490.380632547
100146,6021584.733894907
100147,3196729.1463772026
100148,4541371.271051416
100149,4685554.558147109
100150,3918222.960312635
100151,3818075.8355010883
100152,6826229.560643048
100153,2611010.157824421
100154,4151285.0480455686
100155,1722253.0182880415
100156,9374879.629432386
100157,2406619.0544857783
100158,2532129.80176115
100159,6203046.412725564
100160,3631411.534202564
100161,6606432.745410735
100162,6069807.177031766
100163,1271512.0965802155
100164,1431126.7313686516
100165,7033846.334314062
100166,9803011.794989018
100167,2654084.973895637
100168,2169817.246457934
100169,4299080.19961733
100170,7158330.583331772
100171,1782889.5491550416
100172,3527474.875306168
100173,6307146.6330848215
100174,8297582.515941275
100175,4171471.403486814
100176,3848162.680516336
100177,5527605.696803611
100178,1602190.5439953883
100179,3709478.530623238
100180,5379117.984856572
100181,12456946.249381775
100182,4769913.518806456
100183,22730879.035519987
100184,6296277.306884774
100185,10686205.70646277
100186,6601087.594809954
100187,8471181.593943186
100188,5092984.662692783
100189,3658654.5429068515
100190,11011293.355286775
100191,3194073.5641683033
100192,3038428.0118614873
100193,4478861.083845183
100194,4150162.942317795
100195,2766750.4631336667
100196,4734301.610439494
100197,5344201.743623426
100198,6376154.994856986
100199,2638862.195364244
100200,3920319.279931178
100201,4129587.6153502855
100202,12283272.170025248
100203,8824404.221291527
100204,3448539.862405277
100205,3988462.5903669973
100206,4244016.310876587
100207,5428845.98627916
100208,3641780.401483183
100209,7946030.225560895
100210,4407248.580462182
100211,8963960.759458324
100212,3321338.3627843396
100213,4504153.476759557
100214,7378364.0577491
100215,8325587.985070734
100216,6832643.468300863
100217,5308505.922732622
100218,3061211.8171284446
100219,3009174.5657625883
100220,5685647.874291746
100221,3444803.5982896434
100222,3173186.223577561
100223,1133268.4511922167
100224,3497474.323716354
100225,4966199.785247285
100226,3936228.834841032
100227,4038704.4124213085
100228,1904751.9817791309
100229,2935818.8640863984
100230,15475217.703798542
100231,8343908.282954532
100232,6808441.677673445
100233,5065529.908429658
100234,8457323.237741154
100235,5025277.080812678
100236,4489916.688349106
100237,7460912.501723635
100238,3588151.7685602256
100239,4988606.735347304
100240,2315668.4404895105
100241,8151773.926023304
100242,6365174.555714646
100243,3137756.9151100973
100244,3067023.5190123813
100245,7955067.256924028
100246,3226494.2061813297
100247,12979750.509580998
100248,5381144.151293048
100249,8063515.671735079
100250,5718001.5321558425
100251,9154720.938746149
100252,4262059.4082012875
100253,4078530.8795607495
100254,1103296.0774595959
100255,21722578.127616584
100256,5006974.361434721
100257,3866494.6219391488
100258,6207940.638393789
100259,3243517.3514528833
100260,4425781.528853864
100261,14403062.658500155
100262,4419029.069490565
100263,9418841.38221266
100264,3373369.3895457005
100265,8597183.268181222
100266,10805363.662918804
100267,3690111.2360191215
100268,8007690.892284011
100269,12054472.306962742
100270,2286884.364744002
100271,4057075.2277927063
100272,10063506.576179432
100273,13553097.635871748
100274,5699198.088517837
100275,28956466.92000111
100276,3872102.1575446967
100277,1805932.982683582
100278,17314437.65536274
100279,5412068.611801309
100280,6461488.613743066
100281,2754674.0833675503
100282,7995148.123517171
100283,10022131.85022901
100284,2277076.240504176
